Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation,Eclipsing,CV_Types,CV_subtypes,CV_subsubtypes,eclipse_clear,Clarity,manual_label,
MGAB-V850,--,19 48 55.41 +11 34 58.3,Aql,CV,--,17.0 - 20.1 g,297.230875,11.58286111,ZTF18abmhqur,0.053058306,0,,,,,,,
ZTF18abajebz,--,18 50 50.00 +11 00 38.5,Aql,CV,--,16.9 - 19.5 g,282.7083333,11.01069444,ZTF18abajebz,0.176804628,0,,,,,,,
ZTF18abjhbor,--,19 42 19.82 +03 43 27.5,Aql,CV,--,18.4 - 21.2 r,295.5825833,3.724305556,ZTF18abjhbor,0.245829174,0,,,,,,,
ZTF18abkhgfg,--,19 26 33.86 +16 02 20.3,Aql,CV,--,16.9 - 20.3 g,291.6410833,16.03897222,ZTF18abkhgfg,0.05591898,0,,,,,,,
ZTF18abkhkyo,--,19 45 50.63 +07 55 45.2,Aql,CV,--,17.3 - 18.3 g,296.4609583,7.929222222,ZTF18abkhkyo,0.222171524,0,,,,,,,
ZTF18abnmtwb,--,20 12 11.21 -07 42 15.7,Aql,CV,--,17.7 - 20.9 r,303.0467083,-7.704361111,ZTF18abnmtwb,0.09700071,0,,,,,,,
ZTF18abnudvw,--,20 04 20.95 +11 32 47.2,Aql,CV,--,18.5 - 20.0 g,301.0872917,11.54644444,ZTF18admoeob,0.087745338,0,,,,,,,
ZTF18abudsie,--,20 07 44.61 -00 27 50.1,Aql,CV,--,18.1 - 19.8 g,301.935875,-0.463916667,ZTF18abudsie,0.157053884,0,,,,,,,
BMAM-V450,000-BNH-544,02 03 02.70 +19 39 23.9,Ari,CV,--,18.1 - 21.4 r,30.76125,19.65663889,ZTF18abomwsj,0.039956607,0,,,,,,,
LAMOST J024621.48+271053.3,--,02 46 21.49 +27 10 53.4,Ari,CV,--,15.8 - 16.5 g,41.58954167,27.1815,ZTF19aclsycv,0.14061442,0,,,,,,,
ATO J089.8611+45.3213,--,05 59 26.68 +45 19 16.9,Aur,CV,--,12.90 - 13.03 r,89.86116667,45.32136111,ZTF18aacrzad,0.220635462,0,,,,,,,
IPHAS J052659.00+291508.4,000-BFV-053,05 26 59.00 +29 15 08.4,Aur,CV,--,17.3 - ? r',81.74583333,29.25233333,ZTF17aacrftb,0.063586824,0,,,,,,,
LAMOST J050143.39+381202.5,--,05 01 43.39 +38 12 02.6,Aur,CV,--,17.2 - 17.8 g,75.43079167,38.20072222,ZTF18abondko,0.098929343,0,,,,,,,
LAMOST J052346.16+295034.5,--,05 23 46.17 +29 50 34.7,Aur,CV,--,18.1 - 19.2 g,80.942375,29.84297222,ZTF17aadgyxz,0.674510143,0,,,,,,,
LAMOST J053036.55+341950.5,--,05 30 36.56 +34 19 50.7,Aur,CV,--,14.72 - 14.77 r,82.65233333,34.33075,ZTF20acfgtxr,0.270580252,0,,,,,,,
MGAB-V260,000-BND-681,05 54 41.12 +28 52 39.3,Aur,CV,--,19.2 - 21.9 g,88.67133333,28.87758333,ZTF17aadatmf,0.141050435,0,,,,,,,
SDSS J052602.79+285121.4,--,05 26 02.80 +28 51 21.5,Aur,CV,--,17.5 - 20.2 g,81.51166667,28.85597222,ZTF17aacdrel,0.130835122,0,,,,,,,
ZTF18aaadvfh,--,04 55 27.72 +38 58 59.0,Aur,CV,--,18.0 - 20.5 g,73.8655,38.98305556,ZTF18aaadvfh,0.103502722,0,,,,,,,
ZTF18abuxzdj,--,06 09 14.52 +40 06 01.6,Aur,CV,--,18.2 - 21.6 r,92.3105,40.10044444,ZTF18abuxzdj,0.480345406,0,,,,,,,
ZTF18abvlkyj,--,04 56 44.78 +50 45 32.8,Aur,CV,--,18.0 - 21.0 g,74.18658333,50.75911111,ZTF18abvlkyj,0.064325371,0,,,,,,,
ZTF18achtpcj,--,06 41 21.30 +44 41 05.6,Aur,CV,--,17.3 - 20.2 g,100.33875,44.68488889,ZTF18achtpcj,0.124128706,0,,,,,,,
Gaia16bcy,000-BPC-617,15 36 07.35 +51 58 11.0,Boo,CV,--,18.5 - 21.9 r,234.030625,51.96972222,ZTF18aajskry,0.265647386,0,,,,,,,
PTF09gk,000-BKQ-555,15 06 11.06 +53 17 42.9,Boo,CV,--,20.0 - ? R,226.5460833,53.29525,ZTF19aalaoit,0.62402105,0,,,,,,,
SDSS J150441.76+084752.6,000-BFT-170,15 04 41.75 +08 47 52.6,Boo,CV,--,18.0 - 19.1 V,226.1739583,8.797944444,ZTF19abcgdbj,0.310614633,0,,,,,,,
IPHAS J034511.59+533514.5,000-BFV-051,03 45 11.59 +53 35 14.5,Cam,CV,0.313902,16 - ? r',56.29829167,53.58736111,ZTF17aaabwtm,0.366904196,0,,,,,,,
MGAB-V3482,--,04 02 08.40 +72 24 22.7,Cam,CV,--,19.3 - 21.3 r,60.535,72.40630556,ZTF19abuscub,0.150605671,0,,,,,,,
RX J0636.3+6554,000-BFT-350,06 36 22.88 +65 54 15.0,Cam,CV,--,17.8 - 20.9 CV,99.09533333,65.90416667,ZTF17aaaiapl,0.324928976,0,,,,,,,
SBS 0755+600,000-BCZ-639,07 59 26.39 +59 53 51.3,Cam,CV,0.07334,15.5 - 20.0 CV B,119.8599583,59.89758333,ZTF18abwkyxs,0.187186129,0,,,,,,,
ZTF18aaafkvm,--,05 48 02.51 +60 28 59.0,Cam,CV,--,18.4 - 22.5 r,87.01045833,60.48305556,ZTF18aaafkvm,0.065921057,0,,,,,,,
ZTF18abttpxu,--,06 10 03.74 +66 40 32.5,Cam,CV,--,18.7 - 20.9 r,92.51558333,66.67569444,ZTF18abttpxu,0.244943716,0,,,,,,,
CSS 110430:091710+314309,--,09 17 09.81 +31 43 07.0,Cnc,CV,--,17.2 - 20.5 CV,139.290875,31.71861111,ZTF17aaclubr,0.859703243,0,,,,,,,
Gaia19fei,000-BNH-759,07 55 42.67 +10 50 03.1,Cnc,CV,--,17.0 - 19.8 CV,118.9277917,10.83419444,ZTF18abuqgyj,0.434409696,0,,,,,,,
MASTER OT J080826.00+314125.6,000-BLT-973,08 08 26.00 +31 41 25.4,Cnc,CV,--,18.5 CR - 20.4 V,122.1083333,31.69038889,ZTF20aciuzan,0.062689082,0,,,,,,,
SDSS J075808.81+104345.5,000-BJQ-822,07 58 08.81 +10 43 45.5,Cnc,CV,--,17.20 (0.80) CV,119.5367083,10.72930556,ZTF18achdntb,0.180532249,0,,,,,,,
SDSS J075844.17+120153.6,--,07 58 44.17 +12 01 53.6,Cnc,CV,--,14.32 - ? r,119.6840417,12.03155556,ZTF20acyistb,0.177204911,0,,,,,,,
SDSS J080142.37+210345.8,000-BFT-059,08 01 42.37 +21 03 45.8,Cnc,CV,--,18.8 - ? s,120.4265417,21.06272222,ZTF19aaddrwk,0.440981816,0,,,,,,,
SDSS J080534.49+072029.1,000-BJQ-825,08 05 34.49 +07 20 29.1,Cnc,CV,0.2287,17.8 - 18.0 r,121.3937083,7.341416667,ZTF18acvwhbb,0.071819366,0,,,,,,,
SDSS J084617.12+245344.1,000-BJQ-830,08 46 17.11 +24 53 44.1,Cnc,CV,0.1827862,17.5 CV - 20.2 V,131.5712917,24.89558333,ZTF18aaaxhyo,0.094083841,0,,,,,,,
SDSS J085835.56+281356.3,--,08 58 35.56 +28 13 56.3,Cnc,CV,0.21,18.2 - 21.0 r,134.6481667,28.23230556,ZTF19aacxymc,0.238574362,0,,,,,,,
SDSS J090113.51+144704.6,000-BJQ-834,09 01 13.51 +14 47 04.6,Cnc,CV,--,16.14 - ? g',135.3062917,14.78461111,ZTF18acppwkz,0.17966676,0,,,,,,,
MASTER OT J133833.06+292908.4,000-BMY-011,13 38 33.06 +29 29 08.4,CVn,CV,--,18.1 - 21 CV,204.63775,29.48566667,ZTF19aailxac,0.391637949,0,,,,,,,
SDSS J132856.71+310846.0,000-BLM-571,13 28 56.72 +31 08 46.0,CVn,CV,195.5125319,17.621 (0.342) r,202.2363333,31.14611111,ZTF18aahkfwx,0.055495024,0,,,,,,,
ZTF17aaanpkv,--,07 25 18.59 -16 10 23.2,CMa,CV,--,16.6 - 19.2 r,111.3274583,-16.17311111,ZTF17aaanpkv,0.068175416,0,,,,,,,
ZTF19acbvdkk,--,07 43 31.19 +05 43 36.5,CMi,CV,--,16.8 - 20.4 r,115.8799583,5.726805556,ZTF19acbvdkk,0.7729868,0,,,,,,,
Gaia18dqf,000-BMW-710,20 38 12.98 -24 48 13.4,Cap,CV,--,17.3 - 21.0 G,309.5540833,-24.80372222,ZTF19aaynnts,0.046815454,0,,,,,,,
ZTF18abwuper,--,20 59 17.43 -20 00 10.6,Cap,CV,--,17.6 - 20.2 g,314.822625,-20.00294444,ZTF18abwuper,0.081028472,0,,,,,,,
LAMOST J004346.89+580104.2,--,00 43 46.90 +58 01 04.2,Cas,CV,--,14.23 - 14.28 g,10.94541667,58.01783333,ZTF19acxfwej,0.114343976,0,,,,,,,
ZTF18abboafu,--,23 56 46.59 +55 14 10.8,Cas,CV,--,18.2 - 20.3 g,359.194125,55.23633333,ZTF18abboafu,0.17365076,0,,,,,,,
ZTF18abvytad,--,01 14 17.73 +59 35 54.7,Cas,CV,--,17.3 - 21.0 g,18.573875,59.59852778,ZTF18abvytad,0.021733529,0,,,,,,,
ZTF18abzbknn,--,01 32 37.26 +60 36 09.3,Cas,CV,--,18.0 - 21.0 g,23.15525,60.60258333,ZTF18abzbknn,0.206571447,0,,,,,,,
ZTF18acrufyo,--,01 06 43.91 +53 17 21.9,Cas,CV,--,17.9 - 21.1 r,16.68295833,53.28941667,ZTF18acrufyo,0.451733371,0,,,,,,,
DDE 174,000-BNF-850,22 03 57.00 +61 32 19.7,Cep,CV,0.13144,15.5 - 17.3 r,330.9875,61.53880556,ZTF17aabqmtu,0.286520126,0,,,,,,,
Gaia DR2 2281117569686791808,000-BPK-490,22 59 18.53 +75 57 08.1,Cep,CV,--,18.0 - 19.9 r,344.8272083,75.95225,ZTF18ablsqnv,0.032527768,0,,,,,,,
Gaia16aae,000-BLV-938,21 54 17.44 +76 37 35.6,Cep,CV,--,18.1 G - <22 CR,328.5726667,76.62655556,ZTF18acbxzfi,0.1426819,0,,,,,,,
ZTF18abccwds,--,22 52 31.58 +59 11 35.1,Cep,CV,--,18.9 - 21.0 g,343.1315833,59.19308333,ZTF18abccwds,0.282000388,0,,,,,,,
ZTF18abebznd,--,20 50 11.54 +56 20 49.6,Cep,CV,--,18.6 - 22.2 r,312.5480833,56.34711111,ZTF18abebznd,0.138345477,0,,,,,,,
ZTF18acdyvdv,--,00 11 54.54 +75 55 15.7,Cep,CV,--,16.95 - 17.64 g,2.97725,75.92102778,ZTF18adomhhg,0.231908057,0,,,,,,,
ZTF19aargrpf,--,22 23 34.18 +55 46 54.8,Cep,CV,--,18.2 - 21.3 r,335.8924167,55.78188889,ZTF19aargrpf,0.319298012,0,,,,,,,
ZTF19aawsdwq,--,00 16 03.24 +75 48 15.8,Cep,CV,--,18.6 - 21.1 r,4.0135,75.80438889,ZTF19aawsdwq,0.143276548,0,,,,,,,
Gaia18dup,000-BMX-343,02 20 10.54 -12 52 15.1,Cet,CV,--,17.8 - 19.3 CV,35.04391667,-12.87086111,ZTF18acmwzay,1.483105946,0,,,,,,,
MGAB-V3459,--,01 08 44.13 +02 26 39.0,Cet,CV,--,18.9 - 21.7 r,17.183875,2.444166667,ZTF19abcekey,0.204641689,0,,,,,,,
PG 0240+066,000-BFT-360,02 42 53.45 +06 47 45.8,Cet,CV,--,16.4 - ? B,40.72270833,6.796055556,ZTF19acumszo,0.538132005,0,,,,,,,
SDSS J003719.29-215714.4,000-BLR-973,00 37 19.29 -21 57 14.3,Cet,CV,--,18.2 - 19.0 CV,9.330375,-21.95397222,ZTF22abffdwx,0.084955583,0,,,,,,,
SDSS J123255.11+222209.4,000-BJP-425,12 32 55.11 +22 22 09.4,Com,CV,--,17.6 - 18.1 CR,188.229625,22.36927778,ZTF18aajnorp,0.297582728,0,,,,,,,
DDE 170,000-BND-213,15 51 41.09 +38 00 48.7,CrB,CV,--,17.6 - 18.8 CV,237.9212083,38.01352778,ZTF18aagrcdr,0.290514772,0,,,,,,,
6dFGS g1222364-181050,--,12 22 36.42 -18 10 50.1,Crv,CV,--,17.5 - ? CR,185.65175,-18.18058333,ZTF19aaslkvc,0.589784066,0,,,,,,,
MGAB-V3554,--,12 21 34.41 -14 57 50.5,Crv,CV,--,17.1 - 20.3 r,185.393375,-14.96402778,ZTF19aafmmdo,0.211095115,0,,,,,,,
USNO-A2.0 0675-11621848,000-BMS-233,11 37 49.96 -20 07 37.2,Crt,CV,--,18.4 - 19.4 CV,174.4581667,-20.127,ZTF20abcbcql,0.163998162,0,,,,,,,
ASASSN-V J210752.24+440542.0,000-BMT-324,21 07 52.24 +44 05 42.0,Cyg,CV,--,13.6 - 14.7 V,316.9676667,44.095,ZTF18aayfbcg,0.108406528,0,,,,,,,
BMAM-V634,000-BNL-462,20 26 00.95 +33 39 44.4,Cyg,CV,0.0813141,17.4 - <22 r,306.5039583,33.66233333,ZTF18aayefwp,0.199712092,0,,,,,,,
DDE 165,000-BMZ-996,20 20 56.12 +45 11 29.8,Cyg,CV,--,15.5 - 19.2 g,305.2338333,45.19161111,ZTF18adkxyub,0.08865575,0,,,,,,,
Exuzyan 4,000-BNF-825,20 43 35.40 +36 54 48.0,Cyg,CV,--,18.1 - 19.6 r,310.8975,36.91333333,ZTF18aazfitj,0.150291713,0,,,,,,,
KIS J193136.53+391255.6,--,19 31 36.53 +39 12 55.6,Cyg,CV,--,17.663 - ? Kp,292.9022083,39.21544444,ZTF18abddknn,0.084732894,0,,,,,,,
LAMOST J211249.93+374225.8,--,21 12 49.94 +37 42 26.0,Cyg,CV,--,16.20 - 16.64 g,318.2080833,37.70722222,ZTF18abtjhfn,0.319416336,0,,,,,,,
MGAB-V1286,--,20 05 58.02 +43 49 05.1,Cyg,CV,--,16.4 - 17.9 g,301.49175,43.81808333,ZTF17aabopno,0.379198699,0,,,,,,,
MGAB-V3404,--,21 21 01.25 +31 07 05.0,Cyg,CV,--,19.5 - 21.6 r,320.2552083,31.11805556,ZTF18acridto,0.184210088,0,,,,,,,
MGAB-V3727,--,21 27 30.46 +36 19 11.9,Cyg,CV,--,19.1 - 21.3: r,321.8769167,36.31997222,ZTF18absxaew,0.208188603,0,,,,,,,
MGAB-V418,--,21 57 25.43 +50 39 56.9,Cyg,CV,--,17.6 - 21.9 g,329.3559583,50.66580556,ZTF17aaaelhz,0.181367568,0,,,,,,,
MGAB-V837,--,19 44 35.72 +46 07 02.1,Cyg,CV,--,18.2 - 21.5: g,296.1488333,46.11725,ZTF18aaqiklh,0.031793412,0,,,,,,,
ZTF17aaaejau,--,21 21 28.58 +29 15 41.2,Cyg,CV,--,17.5 - 20.7 g,320.3690833,29.26144444,ZTF17aaaejau,0.132699168,0,,,,,,,
ZTF18aaueqpz,--,19 43 53.62 +47 35 45.2,Cyg,CV,--,17.6 - 18.8 g,295.9734167,47.59588889,ZTF18aaueqpz,0.299402532,0,,,,,,,
ZTF18aaxyyfv,--,20 03 40.19 +32 02 39.7,Cyg,CV,--,18.0 - 20.0 g,300.9174583,32.04436111,ZTF18aaxyyfv,0.316624026,0,,,,,,,
ZTF18aayncoh,--,19 27 57.59 +46 43 32.3,Cyg,CV,--,17.6 - 20.8 g,291.9899583,46.72563889,ZTF18aayncoh,0.321421184,0,,,,,,,
ZTF18aaynycd,--,19 42 30.55 +36 01 19.3,Cyg,CV,--,18.3 - 20.1 g,295.6272917,36.02202778,ZTF18aaynycd,0.086389069,0,,,,,,,
ZTF18abaqnny,--,20 09 22.90 +59 13 48.1,Cyg,CV,--,19.2 - 24.0 g,302.3454167,59.23002778,ZTF18abaqnny,0.392312772,0,,,,,,,
ZTF18abcbzzd,--,21 04 13.26 +45 10 21.6,Cyg,CV,--,18.7 - 22.6 g,316.05525,45.17266667,ZTF18abcbzzd,0.058961586,0,,,,,,,
ZTF18abdkpol,--,19 43 41.51 +43 59 11.9,Cyg,CV,--,18.2 - 20.5 g,295.9229583,43.98663889,ZTF18abdkpol,0.073766043,0,,,,,,,
ZTF18abdkwtr,--,19 35 57.54 +33 00 49.4,Cyg,CV,--,18.4 - 20.0 g,293.98975,33.01372222,ZTF18abdkwtr,0.070625609,0,,,,,,,
ZTF18abecrrv,--,19 59 33.76 +36 47 47.1,Cyg,CV,--,16.2 - 18.0 r,299.8906667,36.79641667,ZTF18abecrrv,0.091642331,0,,,,,,,
ZTF18abfhssx,--,19 48 26.68 +59 33 10.3,Cyg,CV,--,19.0 - 21.0 g,297.1111667,59.55286111,ZTF18abfhssx,0.08258741,0,,,,,,,
ZTF18ablxhlc,--,19 48 58.30 +58 26 20.9,Cyg,CV,--,18.2 - 21.0 g,297.2429167,58.43913889,ZTF18ablxhlc,0.052611303,0,,,,,,,
ZTF18abmribl,--,21 12 16.66 +33 59 23.4,Cyg,CV,--,18.9 - 21.8 g,318.0694167,33.98983333,ZTF18abmribl,0.130183656,0,,,,,,,
ZTF18abochac,--,21 51 25.83 +46 28 03.5,Cyg,CV,--,18.2 - 22.0 g,327.857625,46.46763889,ZTF18abochac,0.301258383,0,,,,,,,
ZTF18abrxtii,--,19 52 31.15 +37 20 13.3,Cyg,CV,--,17.7 - 20.4: r,298.1297917,37.33702778,ZTF18abrxtii,0.143638732,0,,,,,,,
ZTF18abvxaey,--,21 55 26.77 +40 58 41.2,Cyg,CV,--,18.4 - 20.6 r,328.8615417,40.97811111,ZTF18abvxaey,0.69673504,0,,,,,,,
ZTF18abzvpif,--,20 49 51.90 +46 19 50.2,Cyg,CV,--,18.5 - 20.5 g,312.46625,46.33061111,ZTF18abzvpif,0.062989751,0,,,,,,,
ZTF18accpsbu,--,21 32 06.91 +38 10 58.0,Cyg,CV,--,19.2 - 22.2 g,323.0287917,38.18277778,ZTF18accpsbu,0.146826033,0,,,,,,,
ZTF19aaxiftc,--,20 07 37.04 +47 14 29.8,Cyg,CV,--,19.2 - 21.6 g,301.9043333,47.24161111,ZTF19aaxiftc,0.174951532,0,,,,,,,
[MGH2000] 4,--,20 15 36.01 +37 04 58.1,Cyg,CV,--,17.1 - 20.6 g,303.9000417,37.08280556,ZTF18aayovjs,0.38248541,0,,,,,,,
MGAB-V3394,--,20 30 55.29 +17 30 32.0,Del,CV,--,17.8 - 19.3 g,307.730375,17.50888889,ZTF18absanwi,0.327087804,0,,,,,,,
MGAB-V954,--,20 24 01.74 +20 08 14.0,Del,CV,--,17.8 - 20.0: g,306.00725,20.13722222,ZTF18ablvyvm,0.075098699,0,,,,,,,
SDSS J203311.78+134954.1,000-BLH-683,20 33 11.78 +13 49 54.1,Del,CV,--,18.08 - ? r,308.2990833,13.83169444,ZTF18abmrdyu,0.337800849,0,,,,,,,
SDSS J204314.02+153602.1,000-BMB-903,20 43 14.03 +15 36 02.4,Del,CV,0.1515,16.47 - ? r,310.8084583,15.60066667,ZTF18abtovcc,0.36184857,0,,,,,,,
ZTF18absvavn,--,20 27 40.40 +03 56 16.5,Del,CV,--,14.90 - 15.45 g,306.9183333,3.937916667,ZTF18absvavn,0.45240208,0,,,,,,,
ZTF18abxkbzz,--,20 44 28.70 +14 50 11.3,Del,CV,--,18.4 - 21.0 g,311.1195833,14.83647222,ZTF18abxkbzz,0.274462719,0,,,,,,,
ZTF18acaqmki,--,20 40 53.54 +18 27 01.6,Del,CV,--,19.1 - 21 r,310.2230833,18.45044444,ZTF18acaqmki,0.1324141,0,,,,,,,
ZTF19aatvsho,--,20 32 38.63 +04 06 59.2,Del,CV,--,18.2 - 21.1 r,308.1609583,4.116444444,ZTF19aatvsho,0.183026768,0,,,,,,,
ZTF19abzwbwx,--,21 01 02.30 +14 06 46.3,Del,CV,--,18.6 - 20.8 g,315.2595833,14.11286111,ZTF19abzwbwx,0.180479914,0,,,,,,,
FBS 1220+753,000-BFT-331,12 22 20.18 +75 03 27.4,Dra,CV,--,15.2 - ? v,185.5840833,75.05761111,ZTF18achdhsl,0.562037629,0,,,,,,,
LAMOST J172406.14+562003.0,--,17 24 06.13 +56 20 03.1,Dra,CV,--,16.42 - 16.69 r,261.0255417,56.33419444,ZTF18aarhxbo,0.71939622,0,,,,,,,
MASTER OT J170332.88+692612.1,000-BNB-001,17 03 32.74 +69 26 12.2,Dra,CV,--,17.0 - 21.5 r,255.8864167,69.43672222,ZTF18aditjsu,0.055324532,0,,,,,,,
MGAB-V1226,000-BPH-781,09 23 51.42 +73 26 24.1,Dra,CV,--,17.45 - 18.40 g,140.96425,73.44002778,ZTF18acanduo,0.176054999,0,,,,,,,
MGAB-V3366,000-BNM-653,13 27 23.53 +67 44 14.7,Dra,CV,0.05709309:,19.6 - 22.4 r,201.8480417,67.73741667,ZTF18abhhlxf,0.172832805,0,,,,,,,
MGAB-V741,--,18 37 10.73 +53 47 06.1,Dra,CV,--,18.8 - 21.9 g,279.2947083,53.78502778,ZTF18abdfkrf,0.31620604,0,,,,,,,
MNIC V86,000-BNB-168,19 26 38.93 +59 48 46.6,Dra,CV,--,18.2: - 20.0 g,291.6622083,59.81294444,ZTF18adkcmyd,0.050504157,0,,,,,,,
RX J1631.4+7354,000-BJQ-803,16 31 25.86 +73 54 11.7,Dra,CV,--,18.0 - 20.2 r,247.85775,73.90325,ZTF18abbvroe,0.225212218,0,,,,,,,
SDSS J125834.77+663551.6,000-BJQ-850,12 58 34.77 +66 35 51.6,Dra,CV,--,20.2 - ? s,194.644875,66.59766667,ZTF18aaqeyxt,0.207916164,0,,,,,,,
SDSS J171247.71+604603.3,000-BJQ-875,17 12 47.70 +60 46 03.2,Dra,CV,0.0815989,19.4 (1.1)clear V,258.19875,60.76755556,ZTF18aamnkzq,0.226696438,0,,,,,,,
SDSS J200131.12+604012.5,000-BLH-679,20 01 31.12 +60 40 12.5,Dra,CV,--,19.31 - ? r,300.3796667,60.67013889,ZTF18abcfvae,0.418820383,0,,,,,,,
USNO-A2.0 1350-09872269,000-BMS-195,18 43 36.39 +49 53 06.4,Dra,CV,--,17.3 - 19.3 CV,280.901625,49.88511111,ZTF18aapaajf,0.10327429,0,,,,,,,
ZTF18aaploaw,--,17 47 25.61 +63 02 47.9,Dra,CV,--,18.0 - 20.4 g,266.8567083,63.04663889,ZTF18aaploaw,0.217030806,0,,,,,,,
ZTF18aazrcyh,--,19 58 23.33 +64 38 43.4,Dra,CV,--,18.5 - 20.8 r,299.5972083,64.64538889,ZTF18aazrcyh,0.092207554,0,,,,,,,
ZTF18abfgyjt,--,18 34 59.52 +54 33 15.0,Dra,CV,--,17.9 - 21.0 g,278.748,54.55416667,ZTF18abfgyjt,0.153740716,0,,,,,,,
ASASSN-V J042633.67-250229.0,--,04 26 33.67 -25 02 29.0,Eri,CV,--,14.7 - 16.3 V,66.64029167,-25.04138889,ZTF17aabvifa,0.090239957,0,,,,,,,
ZTF19abttqmi,--,05 07 40.77 -09 13 37.8,Eri,CV,--,17.5 - 21.6 r,76.919875,-9.227166667,ZTF19abttqmi,0.118840875,0,,,,,,,
ZTF18acuavel,--,03 42 42.55 -27 48 30.6,For,CV,--,18.1 - 21.1 g,55.67729167,-27.8085,ZTF18acuavel,0.185615025,0,,,,,,,
ATO J093.2294+22.1703,--,06 12 55.07 +22 10 13.6,Gem,CV,--,15.7 - 16.6 r,93.22945833,22.17044444,ZTF17aacmljo,0.633397216,0,,,,,,,
LAMOST J063634.21+130401.0,--,06 36 34.23 +13 04 01.2,Gem,CV,--,16.6 - 17.4 r,99.142625,13.067,ZTF18aabipud,0.3569331,0,,,,,,,
LAMOST J065737.99+222348.2,--,06 57 38.00 +22 23 48.2,Gem,CV,--,15.29 - 15.64 g,104.4083333,22.39672222,ZTF18abzcucs,0.715822073,0,,,,,,,
MGAB-V1281,--,06 34 02.45 +20 28 58.8,Gem,CV,--,18.9 - 21.1 g,98.51020833,20.483,ZTF18abttlxr,0.076654991,0,,,,,,,
MGAB-V3510,--,06 18 09.32 +22 08 11.7,Gem,CV,--,18.7 - 21.5 r,94.53883333,22.13658333,ZTF17aadkisd,0.119987977,0,,,,,,,
ZTF17aacmlmj,--,06 31 27.16 +22 12 26.7,Gem,CV,--,17.6 - 20.6 g,97.86316667,22.20741667,ZTF17aacmlmj,0.054464067,0,,,,,,,
ZTF18abzjuvh,--,06 20 59.58 +19 04 13.0,Gem,CV,--,18.8 - 20.9 r,95.24825,19.07027778,ZTF18abzjuvh,0.093277106,0,,,,,,,
V1240 Her,000-BJQ-874,17 02 44.10 +22 35 47.9,Her,CV,0.067,17.4 - 17.8 V,255.68375,22.59663889,ZTF18aagvuyl,0.622262472,0,,,,,,,
CSS 080426:165347+164950,000-BPF-522,16 53 46.61 +16 49 48.9,Her,CV,--,19.2 - 22.6 g,253.4442083,16.83025,ZTF18absduqw,0.161062899,0,,,,,,,
DDE 179,000-BNJ-528,17 29 09.99 +30 18 49.0,Her,CV,--,18.8 - 21.4 g,262.291625,30.31361111,ZTF18abhefjc,0.192289538,0,,,,,,,
FSVS J1722+2723,000-BJW-639,17 22 43.95 +27 23 55.5,Her,CV,--,20.12 - 20.96 V,260.683125,27.39875,ZTF18aaseumb,0.152723473,0,,,,,,,
LAMOST J173306.55+444331.8,--,17 33 06.56 +44 43 31.6,Her,CV,--,18.9 - 21.9 r,263.2773333,44.72544444,ZTF19aauezji,0.145338658,0,,,,,,,
MGAB-V1232,--,18 28 30.24 +26 01 25.3,Her,CV,--,19.0 - 20.4 g,277.126,26.02369444,ZTF18abguzyw,0.14091642,0,,,,,,,
MGAB-V3403,--,17 50 34.37 +23 51 41.8,Her,CV,--,18.1 - 21.5 g,267.6432083,23.86161111,ZTF18ablqqxo,0.337171028,0,,,,,,,
SDSS J155037.27+405440.0,000-BDB-451,15 50 37.28 +40 54 39.9,Her,CV,--,17.9 - 21.8 g,237.6553333,40.91108333,ZTF18aagwkrt,0.034500907,0,,,,,,,
SDSS J161012.52+222110.8,000-BJQ-870,16 10 12.53 +22 21 10.9,Her,CV,--,16.8 - 18.0 CV,242.5522083,22.35302778,ZTF18aazijsj,0.061471703,0,,,,,,,
SDSS J163605.01+465204.5,000-BDB-557,16 36 05.01 +46 52 04.6,Her,CV,--,16.6 (0.6)clear V,249.020875,46.86794444,ZTF18aagtesn,0.227195953,0,,,,,,,
ZTF18abbxmwt,--,17 55 20.70 +29 24 37.4,Her,CV,--,19.3 - 21.8 r,268.83625,29.41038889,ZTF18abbxmwt,0.057910781,0,,,,,,,
ZTF18abcmsux,--,18 03 24.75 +17 52 31.6,Her,CV,--,18.2 - 21.0 g,270.853125,17.87544444,ZTF18abcmsux,0.016263884,0,,,,,,,
ZTF18abfwukx,--,17 26 24.11 +36 25 06.3,Her,CV,--,19.2 - 21.0 g,261.6004583,36.41841667,ZTF18abfwukx,0.140513609,0,,,,,,,
ZTF18admeisx,--,18 40 44.11 +17 20 03.8,Her,CV,--,17.53 - 18.44 r,280.1837917,17.33438889,ZTF18admeisx,0.192338661,0,,,,,,,
6dFGS g0957264-230414,--,09 57 26.37 -23 04 13.8,Hya,CV,--,18.33 (1.38) CV,149.359875,-23.0705,ZTF19aankizb,0.551432352,0,,,,,,,
Gaia17bfs,000-BMH-456,08 42 32.16 -13 13 50.2,Hya,CV,--,17.5 - 19.8 G,130.634,-13.23061111,ZTF20aaqwhhx,0.228150301,0,,,,,,,
MGAB-V1246,--,08 52 55.16 -08 03 06.3,Hya,CV,--,18.2 - 21.3 g,133.2298333,-8.05175,ZTF18acwxhax,0.033103525,0,,,,,,,
SDSS J093238.21+010902.5,000-BFT-065,09 32 38.20 +01 09 02.5,Hya,CV,--,19.0 - 20.6 g,143.1591667,1.150694444,ZTF19aaaehud,0.083667029,0,,,,,,,
