Name,AUID,Coords,Const,Type,Period,Mag,ra,dec
ASASSN-16ms,000-BMC-551,00 43 04.20 +53 17 15.9,Cas,UG,--,15.2 - <22 V,10.767499999999998,53.287749999999996
ASASSN-16mu,000-BMC-575,23 56 12.20 +54 09 22.2,Cas,UG,--,16.4 - 21.2 V,359.0508333333333,54.156166666666664
ASASSN-17bi,000-BMF-276,02 16 05.41 +68 39 03.6,Cas,UGSU:,--,16.3 - 21.2 V,34.02254166666666,68.65100000000001
ASASSN-17ik,000-BMJ-465,23 37 27.60 +51 13 58.8,Cas,UGSU,--,15.6 - 21.1 g,354.36499999999995,51.233000000000004
ASASSN-17ni,000-BML-460,00 52 44.33 +49 39 20.9,Cas,UGWZ,--,14.9 - <22 V,13.184708333333331,49.65580555555555
ASASSN-17ql,000-BMM-713,23 25 02.26 +56 41 51.0,Cas,UG,--,15.3 - 21.1 V,351.2594166666666,56.6975
ASASSN-18aan,000-BMW-559,00 46 08.03 +62 10 05.0,Cas,UGSU+E,0.14941,15.2 - 17.4 V,11.533458333333332,62.168055555555554
ASASSN-18vb,000-BNS-386,00 17 09.51 +48 53 49.7,Cas,UGSU,--,15.1 - 21.1 V,4.289624999999999,48.89713888888889
ASASSN-18zm,000-BMW-174,23 30 19.78 +51 11 19.4,Cas,UGSU:,--,16.6 - 21.5 V,352.58241666666663,51.18872222222222
ASASSN-19acs,000-BNJ-256,22 57 38.28 +53 36 42.8,Cas,UG,--,17.5 - 21.0 i g,344.4095,53.61188888888889
ASASSN-19ade,000-BNJ-323,23 52 20.01 +55 03 11.9,Cas,UGSU,--,14.6 - 20.5 G,358.083375,55.05330555555555
ASASSN-19bp,000-BMY-897,23 38 28.33 +53 00 43.9,Cas,UG,--,16.5 - 19.1 g,354.6180416666666,53.01219444444445
ASASSN-19rt,000-BNF-081,00 41 17.65 +73 17 09.6,Cas,UG,--,16.0 - 21.5 g,10.323541666666666,73.286
ASASSN-19zo,000-BNH-266,23 40 16.37 +51 49 33.0,Cas,UG,--,15.1 - 19.4 g,355.0682083333333,51.825833333333335
ASASSN-20al,000-BNK-264,03 18 00.45 +73 39 50.4,Cas,UGSU,--,13.6 - 22.2 g,49.50187499999999,73.664
ASASSN-20jt,000-BNP-640,23 02 36.07 +53 28 22.6,Cas,UGSU/IBWD,--,16.8 - 22.1 g,345.65029166666665,53.472944444444444
ASASSN-20kl,000-BNP-856,01 05 36.38 +53 16 11.5,Cas,UG,--,16.1 - 20.9 g,16.40158333333333,53.26986111111111
ASASSN-20ks,000-BNP-881,00 54 01.95 +55 36 11.5,Cas,UG,--,16.2 - 21.0 g,13.508124999999998,55.60319444444445
ASASSN-20lm,000-BNR-139,00 51 54.90 +69 16 21.0,Cas,UG,--,15.3 - 20.9 g,12.978749999999998,69.2725
ASASSN-21mh,000-BPB-676,00 47 24.34 +47 11 05.1,Cas,UGSU,--,17.3 - 22.0 g,11.851416666666665,47.184749999999994
ASASSN-21nm,000-BPB-918,02 23 14.88 +62 13 36.6,Cas,UG,--,16.8 - 21.3 g,35.812,62.22683333333334
ASASSN-21nv,000-BPB-976,23 50 24.38 +58 31 18.1,Cas,UGWZ:,--,14.3 - 22.9 g,357.6015833333333,58.52169444444444
ASASSN-22ob,000-BPM-860,02 21 22.11 +74 19 28.0,Cas,UG,--,16.5 - <23 g,35.342124999999996,74.32444444444444
ATLAS16dry,000-BPC-798,00 26 20.82 +51 31 09.8,Cas,UG,--,18.1 - 22.4 r,6.586749999999999,51.51938888888889
ATLAS18swy,--,23 59 33.64 +56 05 01.5,Cas,UGWZ,--,17.6 - <23 g,359.89016666666663,56.08375
ATLAS18tza,000-BNH-789,23 37 23.58 +51 31 13.0,Cas,UG,--,18.4 - 23: g,354.34824999999995,51.52027777777778
BMAM-V344,000-BNC-646,00 01 21.93 +61 30 26.0,Cas,UGSS,--,19.2 - 22 g,0.34137499999999993,61.507222222222225
BMAM-V346,000-BNC-726,01 12 37.70 +61 27 35.6,Cas,UG,--,16.7 - 19.8 g,18.15708333333333,61.45988888888889
BMAM-V362,000-BND-301,01 07 57.45 +60 21 22.1,Cas,UGZ,--,18.2 - 20.7: g,16.989375,60.35613888888889
BMAM-V375,000-BND-847,00 25 08.90 +56 39 52.2,Cas,UG,--,17.7 - 20.8 g,6.2870833333333325,56.6645
BMAM-V427,000-BNG-801,01 15 37.26 +62 16 59.5,Cas,UGSS,--,16.95 - 21.2 r,18.90525,62.28319444444444
BMAM-V490,000-BNK-180,01 11 15.74 +70 23 16.2,Cas,UGZ,--,18.9 - 21.5 r,17.815583333333333,70.38783333333333
BMAM-V702,000-BNP-193,00 03 23.03 +54 57 23.4,Cas,NL+E,0.177563,19.3 - 21.7 g,0.8459583333333333,54.956500000000005
BMAM-V713,000-BNP-464,00 13 01.03 +51 13 58.7,Cas,UG,--,18.4 - 22.0 g,3.254291666666666,51.23297222222222
BMAM-V775,000-BNR-972,23 40 04.73 +54 59 25.1,Cas,UG,--,17.0 - 20.2 g,355.0197083333333,54.99030555555556
BMAM-V784,000-BNS-191,01 55 01.30 +59 31 30.0,Cas,UGZ,--,18.1 - 19.8 g,28.755416666666658,59.525
BMAM-V785,000-BNS-218,00 10 02.37 +62 37 14.1,Cas,UG,--,17.1 - 20.6 r,2.5098749999999996,62.620583333333336
BMAM-V797,000-BNS-604,01 41 22.72 +60 23 04.1,Cas,NL/VY:,--,17.9 - 21.0 r,25.344666666666665,60.38447222222222
Exuzyan 3,000-BNF-536,23 19 15.81 +56 02 01.7,Cas,NL,--,17.1 - 18.2 g,349.81587499999995,56.03380555555555
Gaia16ame,000-BLX-842,01 08 00.45 +58 51 30.2,Cas,UG,--,16.4 - 20.0 r,17.001874999999995,58.85838888888889
Gaia16apf,000-BLX-918,00 34 33.40 +54 28 42.0,Cas,UG,--,17.9 - 21.0 G,8.639166666666666,54.47833333333333
Gaia16bdl,000-BLZ-368,23 44 22.20 +50 38 00.9,Cas,UG,--,18.2 - <22 G,356.0925,50.633583333333334
Gaia16beh,000-BLZ-377,01 43 52.33 +57 46 13.4,Cas,UG|SN,--,18.7 - <22 G,25.968041666666664,57.77038888888889
Gaia16bnb,000-BMB-708,02 00 43.34 +63 46 33.9,Cas,UG,--,17.5 - <22 G r,30.180583333333328,63.77608333333333
Gaia16bow,000-BMC-414,00 29 47.11 +53 57 56.5,Cas,UG:,--,18.8 - <22 G,7.446291666666666,53.965694444444445
Gaia16bzo,000-BMD-235,23 33 21.60 +55 03 42.0,Cas,UG,--,17.5 - <22 G,353.34,55.06166666666666
Gaia16cdb,000-BMD-429,00 33 46.25 +46 44 45.8,Cas,SN|UG,--,18.8 - <22 G,8.442708333333334,46.74605555555556
Gaia17atw,000-BMG-416,23 46 15.00 +55 47 06.4,Cas,UG:,--,18.5 - <22 G,356.56249999999994,55.78511111111111
Gaia17auo,000-BMG-466,22 59 14.88 +53 42 59.5,Cas,UG,--,17.3 - 20.6 g,344.81199999999995,53.71652777777778
Gaia17bfw,000-BMH-459,23 10 49.18 +54 35 45.3,Cas,UG:,--,18.9 - <22 G,347.70491666666663,54.59591666666667
Gaia17blv,000-BMH-750,00 47 35.30 +52 16 35.8,Cas,UG:,--,18.0 - 19.6 G,11.897083333333331,52.27661111111111
Gaia17btp,000-BMJ-746,23 48 24.09 +60 20 13.8,Cas,UG,--,18.1 - 21.9 r G,357.10037499999993,60.33716666666667
Gaia17btr,000-BMJ-747,00 23 26.79 +63 33 15.4,Cas,UG,--,17.1 - 20.6 G,5.861625,63.55427777777778
Gaia17cue,--,00 01 21.23 +58 25 23.0,Cas,UG:,--,18.1 - <22 R,0.3384583333333333,58.42305555555555
Gaia18aaj,--,01 42 12.50 +69 55 47.5,Cas,UG:,--,18.7 - <21 G,25.552083333333332,69.92986111111112
Gaia18any,000-BMP-709,02 14 54.89 +76 39 04.7,Cas,UG:,--,18.8 - 21.7 i G,33.72870833333333,76.65130555555557
Gaia18apg,000-BMP-734,00 50 39.57 +52 28 46.2,Cas,UG,--,17.0 - <22 G,12.664874999999999,52.4795
Gaia18auq,000-BMQ-427,00 19 03.26 +53 49 36.4,Cas,UG,--,17.6 - <22 G,4.763583333333332,53.82677777777778
Gaia18csb,--,23 35 30.00 +60 54 05.7,Cas,UG:,--,18.1 - <22 G,353.87499999999994,60.901583333333335
Gaia18cso,--,00 58 02.15 +57 12 20.2,Cas,UG:,--,18.6 - <22 G,14.508958333333332,57.20561111111111
Gaia18dgw,000-BMW-149,00 42 36.87 +60 52 48.8,Cas,UG,--,17.3 - 20.8 G,10.653624999999998,60.88022222222222
Gaia18dhy,000-BMW-186,00 44 59.62 +55 47 51.4,Cas,UG,--,17.1 - 19.5 G,11.248416666666666,55.79761111111111
Gaia18dkf,--,00 32 43.63 +63 30 54.0,Cas,UG:,--,17.5 - <21 G,8.181791666666665,63.515
Gaia18dku,--,23 37 31.74 +58 49 56.6,Cas,UG,--,18.6 - 21.7 r G,354.38225,58.83238888888889
Gaia19aae,000-BMX-960,02 57 43.14 +62 49 43.9,Cas,NL/VY:,--,18.3 - <19.9 G,44.42975,62.82886111111112
Gaia19aeb,000-BMY-472,01 30 48.38 +58 49 52.6,Cas,UG:,--,18.7 - <22 G,22.701583333333332,58.83127777777778
Gaia19aqd,000-BMZ-619,23 55 39.56 +62 18 39.9,Cas,UG:,--,16.1 - <22 G,358.9148333333333,62.31108333333333
Gaia19bcg,000-BNB-357,01 32 01.08 +63 45 32.5,Cas,UG:,--,18.6 - <22 G,23.004499999999997,63.759027777777774
Gaia19bee,000-BNB-499,23 58 51.11 +55 15 35.2,Cas,UG,--,18.1 - <22 g,359.7129583333333,55.25977777777778
Gaia19bef,000-BNB-500,23 06 48.86 +56 23 52.0,Cas,UG,--,17.4 - 22.4 r G,346.7035833333333,56.397777777777776
Gaia19bfh,000-BNB-994,00 37 17.94 +52 25 12.1,Cas,UG,--,16.4 - 19.3 G,9.32475,52.420027777777776
Gaia19bjm,000-BNC-140,02 51 36.57 +58 50 17.4,Cas,SN|UG,--,18.8 - <22 G,42.902375,58.838166666666666
Gaia19bks,000-BNC-159,01 00 57.44 +57 14 35.5,Cas,UG,--,16.6 - 20.9 g,15.239333333333331,57.24319444444445
Gaia19bmd,000-BNC-181,23 30 19.72 +60 49 12.6,Cas,NL/VY,--,18.6 - <20.5 G,352.58216666666664,60.82016666666667
Gaia19cdx,000-BND-072,01 16 50.97 +72 13 27.8,Cas,UG,--,19.1 - 21.5 r G,19.212374999999994,72.2243888888889
Gaia19cfg,000-BND-064,01 10 37.66 +63 43 32.9,Cas,UG,--,16.4 - 18.7 G,17.656916666666664,63.72580555555556
Gaia19cts,000-BND-715,02 38 20.22 +58 05 26.7,Cas,UG:,--,18.8 - <23 g G,39.58425,58.09075
Gaia19cvs,000-BND-870,00 53 57.82 +65 45 22.7,Cas,AM,0.0553590,17.8 - 20.9 G,13.490916666666664,65.75630555555556
Gaia19cws,000-BND-851,01 26 56.69 +52 30 18.5,Cas,UGSU:,--,17.0 - 20.8 g,21.73620833333333,52.50513888888889
Gaia19cxb,000-BND-890,23 52 35.67 +57 18 02.8,Cas,UG,--,18.1 - 23: g G,358.1486249999999,57.300777777777775
Gaia19cxu,000-BND-853,01 13 35.50 +48 53 34.5,Cas,UG,--,15.9 - 21.0 V,18.397916666666667,48.892916666666665
Gaia19cxz,000-BND-861,23 16 58.22 +53 26 28.9,Cas,UG,--,17.7 - 20.8 G,349.2425833333333,53.44136111111111
Gaia19fmy,000-BNJ-449,00 13 02.13 +58 10 15.8,Cas,UG,--,18.7 - 21.1 G,3.2588749999999997,58.171055555555554
Gaia19foa,000-BNJ-453,01 53 16.21 +62 05 03.4,Cas,UG:,--,18.8 - <24 r G,28.317541666666664,62.08427777777778
Gaia20aqh,000-BNK-670,00 55 52.75 +55 17 26.6,Cas,UG:,--,17.8 - <23 G,13.969791666666664,55.29072222222222
Gaia20bij,000-BNL-483,00 26 09.80 +54 32 42.3,Cas,UG:,--,17.6 - 19.3 G,6.540833333333333,54.54508333333333
Gaia20cfj,000-BNM-601,23 47 15.99 +64 29 50.3,Cas,UGSU,--,14.3 - <21 G,356.81662499999993,64.49730555555556
Gaia20cfv,000-BNM-599,23 56 14.19 +60 34 06.6,Cas,UG,--,16.9 - 20.1 G,359.05912499999994,60.5685
Gaia20ciy,000-BNM-815,01 24 27.73 +57 57 25.4,Cas,UG,--,16.9 - <22 G,21.115541666666665,57.957055555555556
Gaia20cke,000-BNM-937,01 02 34.33 +61 02 59.7,Cas,UG:,--,17.9 - <23 g G,15.643041666666667,61.04991666666667
Gaia20eco,000-BNQ-022,23 53 53.38 +58 29 41.2,Cas,UG:,--,17.8 - <22 G,358.4724166666666,58.49477777777778
Gaia20ejy,000-BNR-280,23 12 04.56 +54 29 51.5,Cas,UG,--,18.1 - 20.2 G,348.01899999999995,54.497638888888886
Gaia20fgk,000-BNS-159,01 08 33.48 +64 08 24.3,Cas,NL/VY:,--,15.8 - 21.8 r G,17.139499999999998,64.14008333333334
Gaia21bof,000-BNY-201,00 45 46.84 +60 22 13.3,Cas,UG:,--,18.1 - <23 g G,11.445166666666665,60.37036111111111
Gaia21bpk,000-BNY-192,23 20 15.48 +60 00 52.2,Cas,UG:,--,17.6 - <22 G,350.06449999999995,60.0145
Gaia21bqe,000-BNY-190,23 54 37.23 +54 48 22.8,Cas,UG,--,16.5 - 23: g G,358.65512499999994,54.80633333333333
Gaia21dbl,000-BPB-035,03 33 27.67 +73 43 49.3,Cas,UG,--,17.7 - 23: g G,53.36529166666666,73.73036111111111
Gaia21dso,000-BPC-298,01 52 13.06 +67 01 27.3,Cas,UG,--,16.4 - 22.5 r,28.054416666666665,67.02425
Gaia21epe,000-BPD-655,01 41 07.27 +62 45 04.9,Cas,UG,--,18.0 - 21.3 G r,25.280291666666663,62.75136111111111
Gaia21eph,000-BPD-656,01 15 58.16 +60 11 33.9,Cas,UG,--,17.6 - 20.8 G,18.99233333333333,60.19275
Gaia21fdy,000-BPF-388,00 07 31.45 +49 39 08.4,Cas,UG,--,17.0 - 23: r G,1.8810416666666665,49.65233333333333
Gaia21fhs,000-BPF-606,01 41 11.64 +64 16 51.0,Cas,UG,--,18.5 - 20.5 G,25.298499999999997,64.28083333333333
Gaia22aun,--,00 55 26.77 +51 37 44.1,Cas,UG:,--,18.9 - <23 r G,13.861541666666664,51.62891666666667
Gaia22bmr,000-BPJ-830,00 48 36.38 +77 40 04.8,Cas,UG:,--,18.3 - 20.8 G,12.151583333333333,77.668
Gaia22bxt,000-BPJ-866,00 03 49.06 +49 36 14.5,Cas,UG,--,16.7 - 20.9 G,0.9544166666666666,49.60402777777778
Gaia23aii,000-BPQ-052,02 22 26.12 +63 04 11.2,Cas,UG,--,18.7 - 21.1 G,35.60883333333333,63.06977777777778
IPHAS J005707.57+651858.0,000-BND-941,00 57 07.57 +65 18 58.0,Cas,UG,--,18.6 - 21.9 r,14.281541666666664,65.31611111111111
IPHAS J013031.90+622132.4,000-BFV-048,01 30 31.89 +62 21 32.3,Cas,NL+E,0.149351,16.8 - 20.4 r,22.632875,62.35897222222222
IPHAS J013840.58+580811.2,000-BFV-049,01 38 40.58 +58 08 11.2,Cas,CV,--,19.8 - ? r',24.66908333333333,58.13644444444444
IPHAS J025827.88+635234.9,000-BFV-050,02 58 27.88 +63 52 34.9,Cas,NL+E,5.882274,13.1 - 13.7 V,44.616166666666665,63.87636111111111
LAMOST J004346.89+580104.2,--,00 43 46.90 +58 01 04.2,Cas,CV,--,14.23 - 14.28 g,10.945416666666665,58.017833333333336
LANAT 2,000-BNF-256,00 14 58.62 +59 41 04.7,Cas,UG,--,17.0 - 19.4 g,3.7442499999999996,59.684638888888884
LD 324,000-BCY-579,00 12 43.50 +52 47 20.0,Cas,UG:,--,13.8 - <19.5 v,3.18125,52.788888888888884
MASTER OT J000055.37+540128.5,--,00 00 55.23 +54 01 28.6,Cas,UG,--,16.5 - 20.5 g,0.23012499999999997,54.02461111111111
MASTER OT J001436.25+503240.3,000-BLH-866,00 14 36.26 +50 32 40.0,Cas,UGSU:,--,15.5 - 21.0 g,3.6510833333333332,50.544444444444444
MASTER OT J001952.31+464933.0,000-BKT-612,00 19 52.33 +46 49 33.1,Cas,UGSU,--,16.8 - 21.7 CV CR,4.968041666666665,46.82586111111112
MASTER OT J002521.98+545036.7,000-BLR-999,00 25 22.12 +54 50 38.3,Cas,UG,--,15.2 - 19.5 G CR,6.3421666666666665,54.84397222222223
MASTER OT J002932.32+502554.2,000-BLF-614,00 29 32.33 +50 25 54.2,Cas,UG,--,17.2 - <22 CR,7.384708333333332,50.43172222222222
MASTER OT J003026.72+475624.0,000-BLQ-293,00 30 26.72 +47 56 24.0,Cas,UG,--,17.1 - <20.7 CR,7.611333333333333,47.94
MASTER OT J004008.26+492807.5,000-BLD-702,00 40 08.26 +49 28 07.5,Cas,UG,--,16.9 - 22.0 g,10.034416666666665,49.46875
MASTER OT J004202.43+481308.4,000-BLQ-790,00 42 02.38 +48 13 08.5,Cas,UG,--,18.0 - 21.4 B CR,10.509916666666665,48.21902777777778
MASTER OT J004527.52+503213.8,000-BLD-568,00 45 27.54 +50 32 15.2,Cas,UGSU,0.078,13.7 - 20.3 g,11.364749999999999,50.53755555555556
MASTER OT J004951.91+512641.4,--,00 49 51.84 +51 26 40.9,Cas,UG,--,16.0 - 20.3 g,12.465999999999998,51.444694444444444
MASTER OT J005051.63+521106.6,000-BLP-088,00 50 51.63 +52 11 06.6,Cas,UG,--,16.2 - <20.7 CR,12.715124999999999,52.18516666666666
MASTER OT J010147.00+730046.6,--,01 01 47.00 +73 00 46.6,Cas,UG,--,18.1 - <20.0 CR,15.445833333333331,73.01294444444444
MASTER OT J010405.58+500735.1,000-BKV-531,01 04 05.57 +50 07 34.8,Cas,UG,--,17.0 - 22.7 r CR,16.02320833333333,50.126333333333335
MASTER OT J010655.69+493834.9,000-BNB-305,01 06 55.71 +49 38 34.6,Cas,UG,--,16.1 - 20.9 r CR,16.732124999999996,49.642944444444446
MASTER OT J010925.88+521021.3,000-BLS-366,01 09 25.86 +52 10 21.4,Cas,UG,--,17.5 - 20.7 g,17.357749999999996,52.17261111111111
MASTER OT J012836.52+532830.6,--,01 28 36.51 +53 28 29.4,Cas,UGSU:,--,16.8 - 20.7 r CR,22.152125,53.474833333333336
MASTER OT J020404.19+741804.6,000-BMF-186,02 04 04.20 +74 18 04.8,Cas,UG,--,16.2 - 21.0 B V,31.017500000000002,74.30133333333333
MASTER OT J025211.84+753147.6,000-BML-049,02 52 11.84 +75 31 47.6,Cas,UG,--,17.2 - 24: r CR,43.04933333333332,75.52988888888889
MASTER OT J031957.28+771122.8,000-BMQ-823,03 19 57.28 +77 11 22.8,Cas,UG,--,17.2 - <23 CR,49.98866666666665,77.18966666666667
MASTER OT J230325.66+564914.5,000-BLH-254,23 03 25.78 +56 49 16.4,Cas,UG,--,15.9 - 18.8 G CR,345.8574166666666,56.821222222222225
MASTER OT J232349.56+591221.9,000-BMV-098,23 23 49.58 +59 12 22.2,Cas,UG,--,16.8 - 21.7: r r,350.9565833333333,59.20616666666667
MASTER OT J235232.72+592552.1,000-BLQ-599,23 52 32.72 +59 25 52.1,Cas,UG,--,17.6 - <22 CR,358.1363333333333,59.43113888888889
MASTER OT J235247.28+512650.4,000-BLH-394,23 52 47.33 +51 26 50.8,Cas,UG,--,14.5 - 19.0 G CR,358.1972083333333,51.44744444444444
MGAB-V1097,--,23 01 37.68 +54 34 42.9,Cas,UGER,--,18.6 - 21.8 g,345.4069999999999,54.578583333333334
MGAB-V1100,--,23 04 44.41 +56 03 01.7,Cas,UGSS,--,18.5 - 21.4 g,346.1850416666666,56.05047222222222
MGAB-V1106,--,23 14 18.54 +58 17 12.0,Cas,UG,--,18.2 - 21.9 g,348.57725,58.28666666666666
MGAB-V1111,000-BNK-414,23 38 43.57 +57 17 20.0,Cas,UGSU:,--,15.2 - 21.1 g,354.6815416666666,57.288888888888884
MGAB-V1113,--,23 43 05.00 +54 06 13.9,Cas,UG,--,18.5 - 21.7 g,355.77083333333326,54.103861111111115
MGAB-V1115,--,23 53 31.73 +62 24 59.9,Cas,NL+E,--,18.7 - 21.6 g,358.38220833333327,62.41663888888889
MGAB-V1119,--,23 56 50.81 +63 39 28.8,Cas,UG,--,18.5 - 21.3 g,359.2117083333333,63.658
MGAB-V1258,--,00 22 44.54 +53 57 24.5,Cas,UG,--,17.5 - 21.6: r,5.685583333333333,53.95680555555556
MGAB-V226,000-BNC-496,23 42 20.81 +57 59 18.7,Cas,UG,--,16.8 - 20.9 g,355.5867083333333,57.988527777777776
MGAB-V239,000-BND-179,00 19 39.34 +54 05 31.4,Cas,NL+E,--,18.0 - 20.0: r,4.913916666666665,54.09205555555556
MGAB-V241,000-BND-255,23 01 51.65 +53 59 35.9,Cas,UGER:,--,18.5 - 21.7 g,345.4652083333333,53.99330555555556
MGAB-V272,000-BNF-581,23 36 46.11 +57 57 24.1,Cas,UGSU,--,17.0 - 21.7 g,354.192125,57.956694444444445
MGAB-V275,000-BNF-870,23 25 50.66 +51 48 14.3,Cas,UG,--,17.3 - 21.8 g,351.4610833333333,51.80397222222222
MGAB-V3447,--,00 06 19.50 +55 25 01.8,Cas,UG,--,18.9 - 22.3 r,1.5812499999999998,55.41716666666667
MGAB-V3452,--,00 18 15.55 +54 10 00.0,Cas,UG,--,18.0 - 21.5 r,4.5647916666666655,54.166666666666664
MGAB-V3454,--,00 40 02.35 +53 57 10.0,Cas,UG,--,18.0 - 20.8 r,10.009791666666665,53.95277777777778
MGAB-V3455,--,00 47 05.51 +58 17 37.9,Cas,UGSU:,--,19.0 - <22.0 r,11.772958333333332,58.293861111111106
MGAB-V3458,--,01 02 04.15 +60 41 23.4,Cas,UGSU:,--,17.2 - 21.6 r,15.517291666666667,60.68983333333333
MGAB-V3460,--,01 11 07.58 +59 42 50.6,Cas,UGSU:,--,17.2 - 21.8 g,17.78158333333333,59.71405555555556
MGAB-V3461,--,01 20 29.83 +58 00 19.5,Cas,UGSU:,--,17.4 - 21.4 r,20.124291666666664,58.00541666666667
MGAB-V3463,--,01 37 21.43 +54 42 30.7,Cas,UGSU:,--,17.3 - 21.8 r,24.339291666666664,54.70852777777778
MGAB-V3466,--,02 03 32.12 +63 44 08.8,Cas,UG,--,18.2 - 21.5 r,30.883833333333325,63.73577777777778
MGAB-V3473,--,02 36 41.11 +66 03 45.2,Cas,UG,--,19.1 - 21.5 r,39.17129166666666,66.06255555555555
MGAB-V3476,--,02 48 56.47 +62 00 54.9,Cas,UG,--,18.2 - 21.3 r,42.23529166666666,62.01525
MGAB-V3762,--,23 01 05.25 +53 44 27.1,Cas,UGSU:,--,18.2 - 22.0 r,345.2718749999999,53.74086111111111
MGAB-V3764,--,23 05 46.85 +59 11 00.3,Cas,UGSU:,--,17.9 - 21.6 r,346.44520833333326,59.183416666666666
MGAB-V3767,--,23 15 47.37 +54 51 15.1,Cas,UG,--,18.0 - 21.0 r,348.94737499999997,54.854194444444445
MGAB-V3771,--,23 36 09.13 +50 47 55.1,Cas,UGSU:,--,18.7 - <22.0 g,354.0380416666667,50.79863888888889
MGAB-V3774,--,23 50 18.85 +57 23 27.3,Cas,UGSU:,--,19.5 - 21.9 g,357.5785416666666,57.39091666666667
MGAB-V378,--,23 59 54.55 +61 26 02.4,Cas,UGSS,--,17.4 - 21.6 g,359.97729166666664,61.434
MGAB-V398,--,01 06 07.22 +67 22 45.8,Cas,UG,--,18.2 - 21.4 r,16.530083333333334,67.37938888888888
MGAB-V409,--,03 12 52.10 +70 54 21.4,Cas,UG,--,17.5 - 21.2 r,48.217083333333335,70.90594444444444
MGAB-V447,--,01 24 31.92 +52 49 19.0,Cas,UG,--,17.7 - 21.5 g,21.132999999999996,52.82194444444445
MGAB-V459,--,00 49 29.46 +54 57 17.6,Cas,UG,--,18.0 - 21.7 g,12.372749999999998,54.95488888888889
MGAB-V474,--,23 53 46.04 +63 47 44.6,Cas,UGSU:,--,17.7 - 21.3 r,358.44183333333325,63.79572222222222
MGAB-V496,--,00 05 54.78 +56 33 34.3,Cas,NL/VY,--,17.4 - <21.2 r,1.4782499999999998,56.559527777777774
MGAB-V500,--,00 06 27.21 +49 10 29.5,Cas,UGSU:,--,16.9 - 20.5 g,1.613375,49.174861111111106
MGAB-V510,--,01 19 38.12 +55 47 31.1,Cas,UGSU:,--,18.3 - 21.8 r,19.908833333333334,55.79197222222222
MGAB-V547,--,23 38 44.33 +56 38 15.1,Cas,UG,--,17.4 - 20.7 g,354.68470833333333,56.63752777777778
MGAB-V548,--,03 08 49.10 +61 37 18.2,Cas,UGSS:,--,16.4 - 19.6 r,47.20458333333333,61.621722222222225
MGAB-V550,--,23 18 25.16 +58 26 38.9,Cas,UGSS+E,--,17.9 - 21.9 g,349.60483333333326,58.44413888888889
MGAB-V555,--,00 07 02.52 +55 28 28.0,Cas,UGSU,--,17.5 - 21.6 g,1.7605,55.474444444444444
MGAB-V556,--,00 12 00.30 +56 56 49.4,Cas,UG,--,19.2 - 21.6 g,3.0012499999999998,56.94705555555555
MGAB-V557,--,00 13 07.03 +54 39 17.4,Cas,UG,--,17.3 - 20.2 g,3.2792916666666665,54.65483333333333
MGAB-V559,--,00 18 06.32 +61 59 18.6,Cas,UG,--,18.5 - 21.7 g,4.526333333333333,61.9885
MGAB-V560,--,00 20 09.52 +51 19 13.0,Cas,UG,--,16.8 - 20.6 g,5.039666666666666,51.32027777777778
MGAB-V561,--,00 27 28.84 +59 09 50.5,Cas,UG,--,19.2 - 21.8 g,6.870166666666666,59.164027777777775
MGAB-V562,--,00 28 05.45 +60 40 19.5,Cas,UG,--,18.4 - 21.3 g,7.022708333333332,60.67208333333333
MGAB-V563,--,00 32 58.57 +56 36 27.8,Cas,UGER:,--,18.4 - 22.4 g,8.244041666666666,56.60772222222222
MGAB-V565,--,00 42 50.95 +68 04 05.8,Cas,UG,--,19.1 - 22.4 g,10.712291666666665,68.06827777777778
MGAB-V566,--,00 43 22.35 +57 21 12.7,Cas,UG,--,18.3 - 21.3 g,10.843124999999999,57.35352777777778
MGAB-V567,--,00 44 22.90 +70 48 44.2,Cas,UG,--,19.0 - 21.7 g,11.095416666666665,70.81227777777778
MGAB-V568,--,00 49 01.82 +59 05 46.1,Cas,UGSU,--,18.5 - 21.0 g,12.257583333333331,59.096138888888895
MGAB-V569,--,00 49 15.14 +51 47 38.0,Cas,UGSU+E:,--,17.7 - 21.5 g,12.313083333333331,51.79388888888889
MGAB-V570,--,00 52 18.77 +68 02 53.8,Cas,UGSS,--,18.6 - 22.5 g,13.078208333333333,68.04827777777777
MGAB-V571,--,00 53 01.86 +72 36 08.7,Cas,UG,--,18.2 - 21.5 g,13.257749999999998,72.60241666666666
MGAB-V572,--,01 09 46.94 +68 00 34.2,Cas,UGSS,--,17.0 - 21.8 g,17.445583333333328,68.0095
MGAB-V573,--,01 18 24.46 +58 48 07.5,Cas,UG,--,18.6 - 21.7 g,19.601916666666668,58.80208333333333
MGAB-V574,--,01 20 53.42 +58 49 31.3,Cas,UG,--,17.4 - 21.4 g,20.22258333333333,58.825361111111114
MGAB-V575,--,01 39 23.11 +65 41 38.3,Cas,UG,--,17.8 - 20.7 g,24.846291666666662,65.69397222222223
MGAB-V576,--,01 45 29.48 +58 34 05.5,Cas,UG+E,0.0911617,16.4 - 21.0 g,26.37283333333333,58.56819444444445
MGAB-V586,--,02 15 54.77 +63 16 47.4,Cas,UG,--,18.9 - 21.6 g,33.97820833333333,63.27983333333333
MGAB-V588,--,02 19 53.60 +69 37 28.9,Cas,UG,--,18.4 - 21.6 g,34.97333333333332,69.62469444444444
